,host_name,neighbourhood_group,room_type,price,availability_365,reviews_per_month,Hotel_value
17262,Elvira,2,Entire home/apt,109,107,2.53,216
17263,Zhenya,1,Entire home/apt,250,23,0.15,273
17264,Katie,1,Entire home/apt,129,0,0.11,129
17266,Eric,1,Entire home/apt,150,39,1.33,189
17267,Kacie,1,Entire home/apt,198,0,0.22,198
17268,Janeth,2,Private room,55,89,0.14,144
17269,Demarius,1,Private room,61,0,0.11,61
17270,Ron,3,Entire home/apt,90,0,0.05,90
17271,Weipeng,1,Private room,45,0,0.06,45
17272,Tory,3,Entire home/apt,200,4,0.95,204
17273,Tanisha,2,Private room,60,0,0.07,60
17275,Sushil,2,Entire home/apt,125,0,0.08,125
17278,Yenmin,2,Private room,35,0,0.06,35
17279,Laureta,3,Private room,40,57,3.17,97
17281,Anna,2,Entire home/apt,100,222,0.06,322
17282,Jens,2,Entire home/apt,259,7,0.11,266
17283,Danielle,1,Entire home/apt,129,0,0.25,129
17284,Cynthia,2,Entire home/apt,89,1,0.09,90
17286,Alina,2,Entire home/apt,135,7,0.25,142
17287,Nimmi,1,Entire home/apt,200,0,0.03,200
17288,Andrew,1,Private room,90,0,0.22,90
17289,Pol,2,Entire home/apt,200,3,0.03,203
17291,Kat,2,Entire home/apt,150,100,1.93,250
17292,Sarah,1,Entire home/apt,110,0,0.05,110
17293,Paula,1,Entire home/apt,150,0,0.03,150
17294,Amy,1,Private room,115,0,0.11,115
17295,Mari,2,Private room,42,0,0.22,42
17296,Simon,2,Private room,75,0,0.03,75
17297,Sadie,1,Entire home/apt,189,27,1.95,216
17298,Reylyn,1,Entire home/apt,125,0,0.19,125
17300,Host,1,Entire home/apt,175,283,0.14,458
17301,Denis,1,Private room,99,0,1.3,99
17302,Kathryn,4,Entire home/apt,85,299,1.19,384
17303,Host,1,Entire home/apt,185,346,0.29,531
17304,Christopher,1,Entire home/apt,177,0,0.05,177
17305,Julie,2,Private room,100,0,0.68,100
17306,Mickey,1,Entire home/apt,102,0,0.42,102
17307,Thomas,1,Entire home/apt,120,0,0.11,120
17308,Nina,1,Entire home/apt,155,0,0.05,155
17309,Nzingha,1,Private room,67,0,0.98,67
17310,Albert,2,Private room,50,0,0.04,50
17312,Darryle,5,Entire home/apt,100,88,0.57,188
17313,Vanessa,1,Entire home/apt,125,0,0.06,125
17315,Cameron,2,Private room,39,0,0.05,39
17317,Rlg,1,Entire home/apt,125,0,0.25,125
17318,Rlg,1,Entire home/apt,133,126,0.34,259
17319,George,2,Entire home/apt,149,189,0.08,338
17320,Mark,2,Private room,110,41,6.19,151
17321,Ivan,2,Private room,150,0,0.06,150
17322,Jay And Katt,3,Entire home/apt,205,324,1.41,529
17323,Jenson,1,Entire home/apt,100,16,0.57,116
17324,Nesha,2,Private room,30,27,0.54,57
17325,Florence,1,Private room,69,0,0.03,69
17327,Robert,2,Entire home/apt,190,0,0.09,190
17329,Jacob,2,Private room,79,179,0.03,258
17330,Josh,1,Entire home/apt,176,143,2.99,319
17331,Amjad,2,Entire home/apt,199,0,0.63,199
17333,Alexander,2,Private room,64,0,0.06,64
17337,Theodora,1,Entire home/apt,118,0,0.03,118
17338,Sebastien,1,Entire home/apt,189,362,0.19,551
17339,Izzi,1,Private room,79,0,0.08,79
17340,Sam,2,Entire home/apt,75,0,0.05,75
17341,Stepha,2,Entire home/apt,100,0,0.06,100
17343,Fred,2,Private room,65,0,3.5,65
17344,Julia,3,Entire home/apt,90,310,3.31,400
17345,Eduardo,4,Entire home/apt,65,0,0.25,65
17346,Katrina,1,Entire home/apt,125,308,0.79,433
17347,Victor,1,Private room,124,147,4.58,271
17348,Keona,2,Entire home/apt,120,0,0.94,120
17349,Blondine,2,Entire home/apt,300,218,2.43,518
17350,Luffy,3,Shared room,27,361,0.35,388
17352,W. Alvaro,1,Private room,86,90,0.93,176
17355,Xi,1,Private room,50,0,0.46,50
17356,Lara,1,Entire home/apt,155,0,0.03,155
17357,Ben,1,Private room,90,0,0.12,90
17358,Mari,2,Private room,44,0,0.43,44
17361,Dori,2,Private room,90,0,0.44,90
17362,Sabrina,1,Entire home/apt,118,0,0.16,118
17363,Victor,4,Private room,42,0,0.06,42
17364,Sava,1,Private room,57,0,0.11,57
17365,Jordan,2,Entire home/apt,150,0,0.24,150
17369,Brian,1,Private room,65,11,2.79,76
17370,Bryan,1,Private room,40,0,0.41,40
17375,Brigitte,1,Private room,59,0,0.26,59
17377,Lb,2,Entire home/apt,300,83,0.03,383
17378,Weimin,3,Private room,59,0,0.41,59
17379,Lea,2,Private room,45,0,0.05,45
17380,Yarynka,1,Private room,110,146,1.0,256
17381,Sam,2,Private room,65,0,0.11,65
17382,Scott,2,Entire home/apt,130,0,0.08,130
17384,Liz,2,Entire home/apt,111,0,0.05,111
17385,Eugene,3,Private room,48,0,0.17,48
17386,David,2,Private room,65,300,1.28,365
17387,Brian,1,Private room,75,0,0.46,75
17389,Haley,1,Private room,99,0,0.28,99
17390,Amy,2,Entire home/apt,225,0,0.08,225
17391,Ljubenka,3,Private room,65,68,0.28,133
17392,David,1,Private room,51,220,0.25,271
17393,Jennifer,2,Entire home/apt,175,0,0.14,175
17394,Alejandra,1,Private room,120,0,0.06,120
17395,Lisa,1,Private room,49,0,0.33,49
17397,Brian,4,Entire home/apt,71,34,3.24,105
17399,Faisal,1,Entire home/apt,119,0,0.03,119
17401,Emmanuel,1,Entire home/apt,185,114,4.07,299
17402,Sam & Emily,2,Entire home/apt,115,294,6.23,409
17405,Sarah,1,Private room,50,0,0.03,50
17406,Mas,2,Private room,80,0,0.6,80
17407,Hugh,1,Entire home/apt,95,0,0.06,95
17409,Paulette,3,Private room,40,352,5.12,392
17410,Chris,1,Shared room,30,0,0.27,30
17411,Amanda,1,Entire home/apt,225,0,0.03,225
17412,Yuan,2,Private room,65,0,0.34,65
17414,Alejandra,3,Entire home/apt,125,3,0.33,128
17415,Maggie,2,Entire home/apt,89,0,0.39,89
17416,Host,1,Entire home/apt,300,310,0.06,610
17417,N-And-A,2,Entire home/apt,200,298,1.41,498
17418,Josh,1,Entire home/apt,200,0,0.47,200
17419,Ramses,1,Entire home/apt,129,0,0.31,129
17420,Barbara,1,Entire home/apt,495,285,1.51,780
17421,Beatrice,1,Private room,125,121,0.42,246
17422,Tiz,2,Entire home/apt,185,77,2.58,262
17423,Samantha,1,Private room,92,0,0.11,92
17425,Joy And Mike,2,Entire home/apt,120,0,0.06,120
17427,Anmarie,2,Entire home/apt,80,97,2.86,177
17429,Alex,1,Entire home/apt,85,0,0.08,85
17430,Eric,2,Private room,55,0,0.31,55
17431,Fred,2,Private room,82,0,0.15,82
17432,Rafael,1,Entire home/apt,150,0,0.49,150
17433,Euni,1,Entire home/apt,250,0,0.08,250
17434,Sue,2,Entire home/apt,150,0,0.08,150
17435,Bryan,2,Entire home/apt,121,0,0.12,121
17436,Elena,3,Entire home/apt,350,0,0.03,350
17438,Michel,2,Private room,45,85,0.7,130
17440,Akash,2,Private room,200,364,0.15,564
17441,Anita,2,Entire home/apt,120,53,1.36,173
17442,Alex,1,Entire home/apt,175,238,3.31,413
17443,Sergey,5,Entire home/apt,120,310,2.26,430
17444,Dana,2,Private room,49,0,0.06,49
17445,Masha,1,Entire home/apt,250,0,0.11,250
17446,Adrian,1,Entire home/apt,250,0,0.08,250
17447,L.,2,Entire home/apt,110,0,0.03,110
17448,Timothy + Gina,2,Entire home/apt,199,23,0.88,222
17449,Anna,1,Entire home/apt,350,301,0.34,651
17450,Jillian,1,Entire home/apt,124,0,0.03,124
17451,Raquel,2,Entire home/apt,175,0,0.29,175
17453,Halle,2,Entire home/apt,295,0,0.44,295
17454,Meghan,1,Entire home/apt,210,0,0.03,210
17455,Claire,1,Entire home/apt,125,0,0.08,125
17457,Terrie,2,Entire home/apt,118,33,3.21,151
17459,Callie And Sean,2,Private room,53,348,3.3,401
17460,Brett,1,Entire home/apt,200,0,0.3,200
17461,Shirley,3,Private room,40,251,0.52,291
17463,Inna,2,Shared room,50,0,0.46,50
17464,Ned,1,Private room,135,336,1.2,471
17465,Fabian,3,Private room,61,0,1.77,61
17466,Kay,1,Shared room,42,343,1.41,385
17467,Anna,3,Private room,69,152,1.4,221
17468,Theodore,1,Entire home/apt,105,0,0.08,105
17469,Yana,2,Entire home/apt,150,236,4.84,386
17470,George,1,Entire home/apt,240,188,0.75,428
17471,Gordon,1,Entire home/apt,140,75,0.39,215
17472,Sha,2,Entire home/apt,90,262,3.08,352
17473,Garron,1,Entire home/apt,199,0,0.03,199
17474,Sarah,1,Private room,65,0,0.05,65
17475,Han,1,Private room,70,180,6.0,250
17476,Shirley,3,Private room,60,152,2.34,212
17477,T,1,Private room,69,187,0.27,256
17478,Jonathan,1,Entire home/apt,250,216,2.03,466
17479,Han,1,Private room,70,161,6.74,231
17480,Marina,1,Entire home/apt,175,0,0.23,175
17481,Deep,1,Private room,110,0,0.33,110
17482,Ryan,3,Private room,50,0,0.08,50
17483,Jennifer,1,Private room,75,84,4.34,159
17484,Christian,2,Private room,55,281,0.52,336
17485,Alexandre,1,Private room,75,0,0.03,75
17487,Patricia,2,Entire home/apt,90,64,1.47,154
17488,Jonathan,1,Private room,70,0,0.22,70
17489,Kyler,2,Entire home/apt,140,0,0.14,140
17490,Alyssa,1,Entire home/apt,200,123,3.41,323
17491,Opeyemi,1,Entire home/apt,120,0,0.8,120
17492,Andrew,2,Private room,85,258,3.35,343
17494,William,1,Entire home/apt,200,0,0.03,200
17495,Lyoka,2,Entire home/apt,225,364,0.08,589
17497,Xavier,1,Entire home/apt,230,0,0.25,230
17499,Lauren,3,Private room,35,0,0.06,35
17500,Andre,2,Private room,95,189,0.58,284
17501,Mary,2,Private room,48,333,3.88,381
17502,Sahul,2,Private room,50,0,0.08,50
17503,Yi,1,Private room,48,0,0.11,48
17504,Shirley,3,Private room,55,65,1.33,120
17506,Shirley,3,Private room,50,160,1.57,210
17507,Shirley,3,Private room,40,120,1.67,160
17508,Maria,3,Private room,60,364,0.38,424
17509,Shirley,3,Private room,40,96,1.45,136
17511,Jan,1,Entire home/apt,135,84,0.88,219
17512,Anna,1,Entire home/apt,150,0,0.06,150
17513,Nichole,1,Entire home/apt,100,27,0.17,127
17514,Marie And Alec,2,Private room,45,189,0.26,234
17515,Miki,1,Private room,55,0,1.93,55
17516,Brian,1,Private room,80,0,0.06,80
17517,Alex,2,Private room,60,343,2.78,403
17518,Sayed,1,Entire home/apt,399,0,0.03,399
17519,Joanna,1,Entire home/apt,150,82,0.55,232
17521,Patrick,3,Entire home/apt,125,274,0.35,399
17522,Eddie,3,Entire home/apt,75,314,1.55,389
17523,Ken,2,Entire home/apt,202,365,0.04,567
17526,Loreto,2,Private room,45,0,0.18,45
17528,Matt,2,Private room,102,0,0.14,102
17529,Ryan,2,Entire home/apt,55,0,1.07,55
17530,Frances,1,Entire home/apt,155,0,0.21,155
17532,Kate,1,Entire home/apt,95,0,0.06,95
17533,Itzchack,2,Entire home/apt,525,327,0.14,852
17535,Edgar,2,Private room,45,224,2.27,269
17537,Shira,1,Entire home/apt,150,212,0.3,362
17538,Jana,2,Private room,59,0,0.03,59
17539,Sarah,3,Private room,75,81,0.22,156
17540,Alicia,2,Private room,69,16,1.8,85
17541,Vanessa,2,Private room,300,0,0.06,300
17542,Sara,1,Private room,60,0,0.3,60
17543,Ade,2,Private room,50,0,0.03,50
17544,Adam,2,Entire home/apt,150,0,0.06,150
17545,Maxine,3,Private room,85,89,0.14,174
17546,Armen,1,Entire home/apt,210,327,0.39,537
17547,Sarah,1,Private room,55,0,0.08,55
17551,Lisa,2,Private room,65,0,0.28,65
17552,Yakup,2,Private room,50,0,0.3,50
17554,Tavish,2,Private room,40,0,0.03,40
17555,Robert,2,Entire home/apt,250,0,0.27,250
17556,Dilini,2,Private room,33,0,0.17,33
17557,Ming,2,Private room,46,80,3.51,126
17559,Azoil,2,Entire home/apt,76,0,0.03,76
17560,Enrique,1,Private room,70,0,0.03,70
17562,Kimberly,2,Entire home/apt,129,80,1.2,209
17564,Matt & Crutch,2,Private room,58,82,2.2,140
17566,Jason,1,Entire home/apt,76,31,0.76,107
17567,Serdar,3,Private room,35,247,0.47,282
17568,Shirley,3,Private room,40,134,0.84,174
17569,Ken,1,Entire home/apt,195,45,0.06,240
17570,Abby,1,Private room,80,0,0.03,80
17571,Joyell,2,Private room,44,61,4.52,105
17572,Maritza,2,Entire home/apt,95,43,0.31,138
17574,Liliana,3,Private room,55,278,1.19,333
17576,Emma,1,Private room,40,0,0.03,40
17577,Cristy,3,Entire home/apt,200,363,0.52,563
17578,Amira,1,Private room,39,53,0.05,92
17579,Caroline,2,Entire home/apt,700,88,0.06,788
17580,Christina,2,Entire home/apt,45,0,0.22,45
17581,Ben,2,Entire home/apt,140,0,0.22,140
17582,Judy,2,Entire home/apt,99,93,1.57,192
17583,Jason,1,Private room,175,308,3.3,483
17585,Offer,2,Entire home/apt,75,0,0.06,75
17586,Martha,3,Private room,50,218,2.21,268
17588,Ioannis,1,Entire home/apt,100,20,0.5,120
17589,MG & Larry,1,Entire home/apt,200,5,0.61,205
17590,Kesina,1,Entire home/apt,80,0,0.09,80
17591,David,2,Private room,60,0,0.08,60
17592,Summer,2,Entire home/apt,119,0,0.11,119
17593,Helen,1,Private room,69,287,1.57,356
17594,Andrew,2,Entire home/apt,400,0,0.03,400
17595,Anna,2,Private room,95,158,1.33,253
17596,Chaima,2,Private room,45,0,0.03,45
17597,Kazumi,3,Private room,73,282,2.11,355
17598,Jeanine,1,Private room,123,0,0.1,123
17599,Emilie,1,Entire home/apt,130,0,0.15,130
17600,Fawn,1,Entire home/apt,325,349,0.84,674
17601,Terry,1,Entire home/apt,95,0,0.09,95
17604,Oleg,1,Entire home/apt,165,0,0.96,165
17605,Ella,1,Entire home/apt,250,0,0.03,250
17606,Deepti,1,Entire home/apt,130,0,0.92,130
17607,Frédérique,1,Entire home/apt,200,53,1.4,253
17608,Michael,1,Private room,70,0,0.38,70
17609,Jennie,2,Entire home/apt,105,291,0.84,396
17610,Nellie,2,Entire home/apt,150,0,0.06,150
17612,Amy,2,Entire home/apt,105,0,0.03,105
17613,Art,1,Private room,100,190,1.62,290
17614,Shivani,1,Entire home/apt,150,0,0.14,150
17616,Rob,1,Private room,65,149,1.04,214
17617,Raanan,1,Entire home/apt,125,150,0.24,275
17618,Jimmy,1,Entire home/apt,140,27,0.25,167
17619,Yasir,1,Entire home/apt,300,0,0.03,300
17620,Julia,3,Private room,90,1,0.9,91
17621,Adrian,3,Private room,30,0,1.57,30
17622,Angelika,2,Entire home/apt,109,51,3.22,160
17625,Christina,2,Entire home/apt,120,0,0.06,120
17626,Jesse,2,Entire home/apt,125,0,0.09,125
17629,Vernise,4,Private room,50,280,0.23,330
17630,Stephanie,1,Entire home/apt,200,0,0.16,200
17631,Casey,1,Private room,74,188,0.05,262
17632,Ryan,2,Private room,100,0,0.23,100
17633,Donald,4,Private room,52,0,1.78,52
17634,Waybridge,1,Entire home/apt,135,24,0.8,159
17637,B,1,Entire home/apt,165,0,0.08,165
17638,Scott,2,Private room,75,0,0.17,75
17639,Benjamin,2,Private room,155,0,0.09,155
17640,Irma,2,Entire home/apt,144,0,0.39,144
17641,Luqian,2,Private room,25,0,0.06,25
17643,Joshua,1,Private room,97,201,0.09,298
17644,Sergio,1,Private room,150,178,0.55,328
17645,Fay,2,Private room,65,270,0.42,335
17646,Martin & Hande,2,Entire home/apt,99,57,3.94,156
17647,Maisha,1,Entire home/apt,100,0,0.06,100
17648,Paula,2,Entire home/apt,250,347,0.92,597
17650,Ken,1,Entire home/apt,169,0,0.05,169
17651,Han,1,Private room,70,184,5.98,254
17655,Eric,1,Private room,105,76,5.79,181
17657,Vincent,1,Private room,65,0,1.27,65
17658,Kristen,1,Private room,50,0,1.52,50
17659,Kila,2,Private room,69,320,1.55,389
17660,Matt,1,Entire home/apt,110,266,1.8,376
17662,Susan,2,Entire home/apt,249,0,0.76,249
17663,Florencia,2,Private room,57,0,0.39,57
17664,Host,1,Entire home/apt,150,275,0.32,425
17665,Joseph,1,Entire home/apt,3800,180,0.06,3980
17666,Dean,3,Entire home/apt,99,0,0.06,99
17668,Krisztián,2,Entire home/apt,370,0,0.14,370
17670,Eric,1,Entire home/apt,147,0,0.17,147
17672,Mingmar,3,Entire home/apt,87,332,4.45,419
17674,Lori,2,Private room,46,0,0.56,46
17675,Eugene,1,Private room,110,128,1.88,238
17676,Eugene,1,Private room,100,133,2.24,233
17677,Yang,1,Entire home/apt,110,0,0.91,110
17678,Gordon,1,Entire home/apt,140,68,0.39,208
17679,Amanda,2,Private room,55,0,0.08,55
17680,Alicia,2,Private room,130,89,0.55,219
17681,Scott,3,Entire home/apt,125,0,0.03,125
17682,Amaya,2,Private room,73,94,2.68,167
17683,Kara,1,Entire home/apt,479,185,0.24,664
17685,Emmie,2,Private room,41,0,0.03,41
17686,Cody,1,Private room,85,29,3.37,114
17687,Sarah,2,Entire home/apt,175,12,0.13,187
17688,Kendall,1,Entire home/apt,350,0,0.17,350
17690,Jacob,1,Entire home/apt,89,0,0.18,89
17691,Mor,1,Entire home/apt,450,287,3.02,737
17692,Erin,2,Entire home/apt,10000,0,0.16,10000
17693,Troy,1,Private room,113,197,0.39,310
17694,Roei,2,Entire home/apt,300,345,0.08,645
17695,Jessica,2,Private room,38,0,0.08,38
17696,Douglas,2,Entire home/apt,220,0,0.11,220
17698,Natalie,1,Entire home/apt,120,0,0.08,120
17699,Colin,1,Private room,99,0,0.03,99
17700,Vikas,2,Entire home/apt,115,137,9.61,252
17702,J.A.,3,Entire home/apt,150,0,0.12,150
17703,John,3,Private room,38,212,0.89,250
17704,Daniel And Christianne,2,Entire home/apt,62,33,2.36,95
17705,Janet,1,Private room,120,0,0.14,120
17706,Arash,2,Private room,60,0,0.06,60
17707,Leigh,1,Private room,195,170,1.19,365
17708,Justin,1,Private room,69,106,0.54,175
17710,Fanny,2,Entire home/apt,138,71,2.74,209
17712,Julien,2,Entire home/apt,120,0,0.58,120
17713,Jose,2,Private room,41,0,1.16,41
17715,Hattie,2,Private room,35,0,0.03,35
17716,Tal,1,Entire home/apt,250,0,0.03,250
17717,Andy,2,Entire home/apt,215,0,0.31,215
17718,Rob,3,Entire home/apt,115,89,1.77,204
17720,Inna,1,Entire home/apt,129,299,0.35,428
17722,Constanza,3,Entire home/apt,200,0,0.03,200
17723,Autumn,2,Private room,79,362,0.75,441
17724,Lisa,1,Entire home/apt,160,179,3.52,339
17725,Claudia,2,Entire home/apt,130,0,0.03,130
17726,Dashiell,1,Entire home/apt,70,0,0.19,70
17727,John,3,Private room,32,342,0.32,374
17728,Josephine,3,Private room,37,305,3.18,342
17729,Sinida,2,Private room,55,102,2.43,157
17730,Dani,1,Entire home/apt,250,0,0.28,250
17731,Alison,2,Entire home/apt,75,0,0.17,75
17733,Emine Gozde,2,Private room,42,0,0.03,42
17734,Alex And Maya,1,Entire home/apt,155,232,3.79,387
17735,Lou,4,Private room,22,42,0.39,64
17736,Whitney,2,Entire home/apt,125,0,0.12,125
17737,Razia,1,Entire home/apt,99,296,2.16,395
17738,Aris,2,Private room,60,0,0.83,60
17739,Joanna,1,Private room,45,0,0.08,45
17740,Oliver,1,Private room,130,0,0.17,130
17741,Abbey,1,Private room,40,0,0.03,40
17742,Cody,1,Private room,95,0,0.45,95
17745,Anais,1,Entire home/apt,140,0,0.03,140
17746,Priscila,3,Private room,70,24,2.6,94
17747,Adam,1,Entire home/apt,250,0,0.03,250
17748,Alex And Zeena,1,Private room,85,355,1.6,440
17749,Alex And Zeena,1,Private room,85,360,2.26,445
17750,George Steven,1,Entire home/apt,106,242,0.41,348
17751,Vanessa,3,Entire home/apt,90,0,0.14,90
17752,Roman,1,Entire home/apt,129,193,4.39,322
17753,Stephanie,3,Private room,100,0,0.32,100
17756,Shelley,1,Entire home/apt,100,0,0.11,100
17758,Naief,2,Entire home/apt,120,15,1.46,135
17759,Shlomit,3,Private room,75,157,0.61,232
17760,Marco,1,Entire home/apt,140,0,0.28,140
17761,Cristina,2,Private room,55,0,0.06,55
17763,Ainslie And John,2,Private room,85,136,4.44,221
17765,Chantelle,1,Entire home/apt,219,217,1.58,436
17766,Heather,2,Entire home/apt,185,0,0.25,185
17767,Lili,3,Entire home/apt,70,0,0.26,70
17768,Martin,2,Entire home/apt,100,107,2.41,207
17769,G. Matthew,1,Private room,69,65,3.44,134
17770,Hadass,2,Private room,40,97,2.88,137
17771,Lucilu,3,Private room,55,31,9.3,86
17772,Jasna,2,Entire home/apt,150,0,0.28,150
17774,Talor,2,Private room,45,0,0.09,45
17775,Fredrik,1,Entire home/apt,280,0,0.07,280
17776,Alessandro,1,Private room,120,0,1.87,120
17777,Mary,3,Private room,90,173,0.03,263
17778,Audrey,2,Entire home/apt,225,0,0.29,225
17779,Corporate Housing,1,Entire home/apt,159,364,0.12,523
17780,Alex,1,Entire home/apt,650,0,0.03,650
17781,Joel,1,Entire home/apt,275,146,3.44,421
17782,Maya,2,Entire home/apt,325,92,2.21,417
17783,Elaine,2,Entire home/apt,359,0,0.23,359
17784,Swati,3,Entire home/apt,99,282,3.96,381
17785,Nicole,1,Entire home/apt,108,0,0.03,108
17786,Kaitlin,2,Private room,67,0,0.4,67
17787,Ashley,2,Private room,25,0,0.06,25
17789,Peter,3,Entire home/apt,125,0,0.31,125
17790,Agata,1,Entire home/apt,124,336,0.79,460
17793,Sherice,2,Private room,55,0,0.03,55
17795,William,2,Entire home/apt,200,0,0.03,200
17796,Jeannine,2,Entire home/apt,200,167,0.91,367
17798,Johnny,1,Entire home/apt,175,16,0.08,191
17799,James & Shaun,1,Private room,88,165,4.24,253
17800,Jay,2,Private room,57,311,0.2,368
17802,Corporate Housing,1,Entire home/apt,133,342,0.29,475
17803,Nickesha,3,Private room,55,365,0.81,420
17804,Corporate Housing,1,Entire home/apt,125,157,0.21,282
17805,Gabriel,2,Entire home/apt,80,0,0.11,80
17806,Nicolas,2,Private room,70,0,0.08,70
17807,Aurora,4,Entire home/apt,120,327,0.2,447
17808,Jason,1,Private room,150,316,3.29,466
17809,Anthony,2,Entire home/apt,90,0,0.14,90
17810,Johnny,2,Entire home/apt,115,14,0.4,129
17812,Tory,1,Private room,51,0,0.25,51
17814,Oliver,1,Private room,105,0,0.09,105
17815,Gordon,1,Entire home/apt,225,321,0.22,546
17816,Sonia,1,Private room,89,0,2.24,89
17817,Claudia,3,Private room,61,281,0.69,342
17818,Victor,1,Shared room,70,103,6.36,173
17819,G. Matthew,1,Private room,69,72,2.09,141
17820,Diane,1,Private room,79,125,4.43,204
17821,Lydia,2,Entire home/apt,83,37,0.43,120
17822,Adam,2,Private room,160,0,0.03,160
17823,Stacey Rae,2,Shared room,40,0,0.15,40
17824,Cheno,2,Private room,50,0,0.06,50
17825,G. Matthew,1,Private room,45,101,2.79,146
17826,Irene,2,Private room,85,0,0.03,85
17827,Andrew,2,Entire home/apt,100,31,2.82,131
17828,Anthony,2,Private room,57,356,2.28,413
17830,Jeffrey,2,Private room,53,0,0.17,53
17831,John,3,Private room,38,278,0.55,316
17833,Christine,2,Entire home/apt,139,0,0.06,139
17834,Lorna,2,Entire home/apt,150,154,1.46,304
17835,Ann,2,Entire home/apt,280,0,0.33,280
17836,Joe,1,Entire home/apt,90,0,0.14,90
17837,Amy,3,Private room,50,53,1.68,103
17840,Carmen,1,Private room,150,87,0.03,237
17841,S,1,Entire home/apt,155,34,2.18,189
17842,Matthew,1,Private room,109,2,0.72,111
17843,Mileaka,2,Entire home/apt,150,0,0.39,150
